,const,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,lead_time,arrival_date,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,no_of_week_nights_log,lead_time_log,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Meal Plan 3,type_of_meal_plan_Not Selected,required_car_parking_space_Yes,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,arrival_year_2018,arrival_month_August,arrival_month_December,arrival_month_February,arrival_month_January,arrival_month_July,arrival_month_June,arrival_month_March,arrival_month_May,arrival_month_November,arrival_month_October,arrival_month_September,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,repeated_guest_Yes,booking_status
2030,1.0,2,0,0,2,85.0,21,0,0,116.1,1,1.0986122886681098,4.454347296253507,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2031,1.0,2,0,1,0,263.0,21,0,0,67.0,0,0.0,5.575949103146316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2032,1.0,2,0,0,3,157.0,7,0,0,113.1,0,1.3862943611198906,5.062595033026967,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2033,1.0,3,0,0,4,141.0,31,0,0,167.4,0,1.6094379124341003,4.955827057601261,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2034,1.0,2,0,2,1,20.0,7,0,0,93.0,2,0.6931471805599453,3.044522437723423,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2035,1.0,2,0,1,1,151.0,13,0,0,103.5,0,0.6931471805599453,5.0238805208462765,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2036,1.0,2,0,1,3,37.0,21,0,0,145.8,2,1.3862943611198906,3.6375861597263857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2037,1.0,1,0,6,16,31.0,3,0,0,98.93,1,2.833213344056216,3.4657359027997265,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2038,1.0,1,0,0,1,48.0,15,0,0,127.8,0,0.6931471805599453,3.8918202981106265,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2039,1.0,2,0,0,3,289.5,8,0,0,70.0,0,1.3862943611198906,6.073044534100405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2040,1.0,1,0,2,3,38.0,6,0,0,157.14,1,1.3862943611198906,3.6635616461296463,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2041,1.0,2,0,0,1,43.0,18,0,0,149.4,1,0.6931471805599453,3.784189633918261,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2042,1.0,2,0,2,1,21.0,25,0,0,139.0,1,0.6931471805599453,3.091042453358316,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2043,1.0,1,0,0,1,12.0,17,0,3,20.968750000000014,4,0.6931471805599453,2.5649493574615367,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2044,1.0,2,0,0,4,46.0,22,0,0,74.8,1,1.6094379124341003,3.8501476017100584,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2045,1.0,2,0,1,0,55.0,18,0,0,135.9,1,0.0,4.02535169073515,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2046,1.0,3,0,0,1,11.0,21,0,0,180.37874999999997,2,0.6931471805599453,2.4849066497880004,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2047,1.0,2,0,0,2,289.5,13,0,0,115.0,1,1.0986122886681098,5.849324779946859,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2048,1.0,1,0,2,1,67.0,26,0,0,72.08,0,0.6931471805599453,4.219507705176107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2049,1.0,2,0,1,1,61.0,23,0,0,99.9,0,0.6931471805599453,4.127134385045092,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2050,1.0,1,0,0,2,102.0,16,0,0,87.0,0,1.0986122886681098,4.634728988229636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2051,1.0,1,0,0,1,59.0,28,0,0,81.0,0,0.6931471805599453,4.0943445622221,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2052,1.0,2,1,2,2,60.0,23,0,0,105.4,3,1.0986122886681098,4.110873864173311,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2053,1.0,1,0,0,2,16.0,8,0,0,76.0,0,1.0986122886681098,2.833213344056216,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2054,1.0,2,0,0,3,65.0,21,0,0,89.1,0,1.3862943611198906,4.189654742026425,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2055,1.0,2,0,1,2,36.0,28,0,0,109.0,1,1.0986122886681098,3.6109179126442243,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2056,1.0,2,0,1,1,98.0,5,0,0,93.6,2,0.6931471805599453,4.59511985013459,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2057,1.0,1,2,1,2,28.0,20,0,0,180.37874999999997,2,1.0986122886681098,3.367295829986474,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2058,1.0,2,0,1,2,11.0,19,0,0,87.0,0,1.0986122886681098,2.4849066497880004,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2059,1.0,2,0,2,2,99.0,30,0,0,65.0,0,1.0986122886681098,4.605170185988092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2060,1.0,2,0,2,2,82.0,19,0,0,76.5,1,1.0986122886681098,4.418840607796598,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2061,1.0,2,0,0,2,15.0,9,0,0,105.0,1,1.0986122886681098,2.772588722239781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2062,1.0,2,0,1,1,158.0,13,0,0,114.3,0,0.6931471805599453,5.0689042022202315,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2063,1.0,1,0,1,0,39.0,25,0,0,138.7,0,0.0,3.6888794541139363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2064,1.0,3,0,0,1,9.0,25,0,0,147.0,2,0.6931471805599453,2.302585092994046,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2065,1.0,2,0,0,2,27.0,30,0,0,108.0,0,1.0986122886681098,3.332204510175204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2066,1.0,2,0,0,3,157.0,10,0,0,123.3,2,1.3862943611198906,5.062595033026967,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2067,1.0,1,0,2,4,71.0,7,0,0,132.6,0,1.6094379124341003,4.276666119016055,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2068,1.0,1,0,1,0,0.0,18,0,0,87.78,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2069,1.0,2,0,0,1,31.0,2,0,0,117.9,0,0.6931471805599453,3.4657359027997265,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2070,1.0,2,1,0,2,8.0,9,0,1,20.968750000000014,2,1.0986122886681098,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2071,1.0,2,0,0,2,289.5,13,0,0,115.0,1,1.0986122886681098,5.849324779946859,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2072,1.0,2,0,2,2,96.0,10,0,0,76.93,0,1.0986122886681098,4.574710978503383,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2073,1.0,1,0,1,3,0.0,20,0,1,95.0,0,1.3862943611198906,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2074,1.0,2,1,2,1,68.0,8,0,0,135.0,3,0.6931471805599453,4.23410650459726,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2075,1.0,1,0,2,5,163.0,9,0,0,73.37,1,1.791759469228055,5.099866427824199,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2076,1.0,2,0,0,1,2.0,10,0,0,71.0,0,0.6931471805599453,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2077,1.0,1,0,0,2,29.0,22,0,1,75.0,1,1.0986122886681098,3.4011973816621555,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2078,1.0,1,0,0,2,188.0,15,0,0,130.0,0,1.0986122886681098,5.241747015059643,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2079,1.0,2,0,0,3,111.0,1,0,0,96.67,0,1.3862943611198906,4.718498871295094,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2080,1.0,2,0,2,3,39.0,12,0,0,136.08,1,1.3862943611198906,3.6888794541139363,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2081,1.0,3,0,0,3,22.0,17,0,0,154.0,1,1.3862943611198906,3.1354942159291497,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2082,1.0,1,0,0,2,256.0,15,0,0,90.0,0,1.0986122886681098,5.54907608489522,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2083,1.0,2,0,1,2,109.0,24,0,0,89.4,0,1.0986122886681098,4.700480365792417,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2084,1.0,2,0,0,1,126.0,8,0,0,123.3,1,0.6931471805599453,4.844187086458591,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2085,1.0,4,0,2,0,1.0,25,0,0,120.0,2,0.0,0.6931471805599453,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2086,1.0,2,0,0,1,101.0,8,0,0,97.71,0,0.6931471805599453,4.624972813284271,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2087,1.0,2,0,2,3,26.0,3,0,0,85.0,0,1.3862943611198906,3.295836866004329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2088,1.0,3,0,2,2,19.0,3,0,0,180.37874999999997,2,1.0986122886681098,2.995732273553991,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2089,1.0,2,0,1,0,286.0,16,0,0,90.0,0,0.0,5.659482215759621,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2090,1.0,2,0,1,3,37.0,29,0,0,71.25,0,1.3862943611198906,3.6375861597263857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2091,1.0,2,0,1,2,43.0,1,0,0,126.9,1,1.0986122886681098,3.784189633918261,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2092,1.0,2,0,0,3,50.0,29,0,0,107.1,0,1.3862943611198906,3.9318256327243257,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2093,1.0,2,0,0,1,64.0,16,0,0,149.4,0,0.6931471805599453,4.174387269895637,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2094,1.0,2,0,2,3,18.0,30,0,0,89.0,1,1.3862943611198906,2.9444389791664403,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2095,1.0,2,2,0,2,188.0,7,0,0,168.3,0,1.0986122886681098,5.241747015059643,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2096,1.0,2,0,0,1,55.0,15,0,0,102.6,1,0.6931471805599453,4.02535169073515,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2097,1.0,2,0,0,3,113.0,9,0,0,116.1,0,1.3862943611198906,4.736198448394496,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2098,1.0,2,0,1,4,51.0,31,0,0,123.3,0,1.6094379124341003,3.9512437185814275,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2099,1.0,2,0,2,2,226.0,29,0,0,70.0,0,1.0986122886681098,5.424950017481403,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2100,1.0,3,0,0,4,12.0,24,0,0,180.37874999999997,3,1.6094379124341003,2.5649493574615367,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2101,1.0,1,0,0,1,163.0,15,0,0,115.0,0,0.6931471805599453,5.099866427824199,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2102,1.0,2,0,0,4,27.0,6,0,0,74.8,1,1.6094379124341003,3.332204510175204,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2103,1.0,1,0,0,1,34.0,19,0,0,65.0,0,0.6931471805599453,3.5553480614894135,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2104,1.0,2,0,1,1,63.0,28,0,0,80.1,0,0.6931471805599453,4.1588830833596715,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2105,1.0,2,0,0,2,65.0,26,0,0,113.55,2,1.0986122886681098,4.189654742026425,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2106,1.0,2,0,2,5,177.0,20,0,0,93.38,1,1.791759469228055,5.181783550292085,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2107,1.0,2,0,2,7,193.0,13,0,0,90.95,0,2.0794415416798357,5.267858159063328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2108,1.0,2,0,0,4,104.0,4,0,0,111.78,0,1.6094379124341003,4.653960350157523,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2109,1.0,2,0,4,6,3.0,27,0,0,150.8,0,1.9459101490553132,1.3862943611198906,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2110,1.0,2,0,0,3,112.0,2,0,0,120.0,1,1.3862943611198906,4.727387818712341,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2111,1.0,2,0,1,3,289.5,19,0,0,80.0,0,1.3862943611198906,5.777652323222656,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2112,1.0,2,0,1,2,135.0,14,0,0,90.0,0,1.0986122886681098,4.912654885736052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2113,1.0,1,0,2,5,60.0,17,0,0,96.17,1,1.791759469228055,4.110873864173311,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2114,1.0,2,1,2,5,93.0,22,0,0,150.56,1,1.791759469228055,4.543294782270004,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2115,1.0,2,0,2,4,83.0,12,0,0,82.45,0,1.6094379124341003,4.430816798843313,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2116,1.0,1,0,0,1,0.0,29,0,0,65.0,0,0.6931471805599453,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2117,1.0,2,0,0,2,3.0,12,0,0,81.0,1,1.0986122886681098,1.3862943611198906,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2118,1.0,2,0,2,3,289.5,14,0,0,78.0,3,1.3862943611198906,5.886104031450156,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2119,1.0,2,0,0,2,115.0,8,0,0,114.3,0,1.0986122886681098,4.7535901911063645,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2120,1.0,1,0,0,1,7.0,30,0,0,95.0,0,0.6931471805599453,2.0794415416798357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2121,1.0,1,0,0,3,166.0,1,0,0,110.0,0,1.3862943611198906,5.117993812416755,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2122,1.0,1,0,0,2,188.0,15,0,0,130.0,0,1.0986122886681098,5.241747015059643,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2123,1.0,2,0,0,3,55.0,30,1,0,70.0,0,1.3862943611198906,4.02535169073515,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2124,1.0,2,2,1,0,3.0,1,0,0,180.37874999999997,1,0.0,1.3862943611198906,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2125,1.0,1,0,0,3,63.0,16,0,0,48.51,1,1.3862943611198906,4.1588830833596715,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2126,1.0,2,0,0,4,270.0,20,0,0,80.0,0,1.6094379124341003,5.602118820879701,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2127,1.0,2,0,0,3,119.0,27,0,0,104.4,1,1.3862943611198906,4.787491742782046,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2128,1.0,2,0,0,2,17.0,25,0,0,88.0,0,1.0986122886681098,2.8903717578961645,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2129,1.0,2,0,0,1,8.0,25,0,0,119.0,0,0.6931471805599453,2.1972245773362196,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2130,1.0,2,0,0,2,134.0,18,0,0,105.3,1,1.0986122886681098,4.90527477843843,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2131,1.0,2,0,2,3,248.0,13,0,0,83.38,2,1.3862943611198906,5.517452896464707,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2132,1.0,2,0,0,2,142.0,1,0,0,85.5,1,1.0986122886681098,4.962844630259907,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2133,1.0,1,0,0,1,0.0,15,0,0,119.0,0,0.6931471805599453,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2134,1.0,2,0,0,4,88.0,27,0,0,105.4,3,1.6094379124341003,4.48863636973214,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2135,1.0,2,0,0,2,65.0,28,0,0,97.33,2,1.0986122886681098,4.189654742026425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2136,1.0,2,0,0,2,28.0,27,0,0,136.0,1,1.0986122886681098,3.367295829986474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2137,1.0,2,0,0,2,289.5,15,0,0,120.0,0,1.0986122886681098,5.762051382780177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2138,1.0,1,0,0,1,71.0,11,0,0,51.96,0,0.6931471805599453,4.276666119016055,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2139,1.0,2,0,2,2,229.0,22,0,0,89.25,0,1.0986122886681098,5.438079308923196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2140,1.0,2,0,2,5,202.0,20,0,0,80.24,0,1.791759469228055,5.313205979041787,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2141,1.0,2,0,0,1,0.0,1,0,0,119.0,0,0.6931471805599453,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2142,1.0,2,0,2,3,13.0,14,0,0,73.2,0,1.3862943611198906,2.6390573296152584,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2143,1.0,2,0,2,2,76.0,10,0,0,90.95,1,1.0986122886681098,4.343805421853684,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2144,1.0,1,0,2,1,116.0,28,0,0,61.0,0,0.6931471805599453,4.762173934797756,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2145,1.0,1,0,0,1,28.0,29,0,0,130.0,0,0.6931471805599453,3.367295829986474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2146,1.0,1,0,2,0,0.0,30,0,0,150.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2147,1.0,2,0,0,4,97.0,30,0,0,61.0,0,1.6094379124341003,4.584967478670572,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2148,1.0,1,0,0,1,70.0,22,0,0,62.18,2,0.6931471805599453,4.2626798770413155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2149,1.0,2,0,2,2,17.0,18,0,0,107.5,0,1.0986122886681098,2.8903717578961645,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2150,1.0,1,0,0,1,1.0,7,0,0,89.0,1,0.6931471805599453,0.6931471805599453,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2151,1.0,2,0,1,1,61.0,26,0,0,72.24,1,0.6931471805599453,4.127134385045092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2152,1.0,2,0,0,1,219.0,4,0,0,108.0,0,0.6931471805599453,5.393627546352362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2153,1.0,3,0,0,2,9.0,11,0,0,20.968750000000014,3,1.0986122886681098,2.302585092994046,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2154,1.0,2,0,1,0,0.0,3,0,0,20.968750000000014,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2155,1.0,2,0,1,1,25.0,10,0,0,104.0,1,0.6931471805599453,3.258096538021482,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2156,1.0,1,0,0,2,289.5,18,0,0,90.0,0,1.0986122886681098,5.771441123130016,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2157,1.0,1,0,0,3,166.0,1,0,0,110.0,0,1.3862943611198906,5.117993812416755,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2158,1.0,1,0,0,2,85.0,9,0,0,90.0,0,1.0986122886681098,4.454347296253507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2159,1.0,1,0,0,2,1.0,27,0,0,65.0,0,1.0986122886681098,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
