,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
26648,INN26649,1,0,0,2,Meal Plan 1,1,Room_Type 1,9,2018,10,13,Corporate,1,0,2,67.0,1,Not_Canceled
1877,INN01878,2,0,1,3,Meal Plan 1,0,Room_Type 1,193,2018,7,25,Online,0,0,0,90.95,1,Not_Canceled
16599,INN16600,2,0,0,2,Meal Plan 1,0,Room_Type 1,315,2018,12,2,Offline,0,0,0,52.0,0,Not_Canceled
10821,INN10822,2,1,1,4,Meal Plan 1,0,Room_Type 1,41,2018,3,28,Offline,0,0,0,98.55,1,Not_Canceled
27683,INN27684,2,0,0,4,Meal Plan 1,0,Room_Type 1,204,2017,8,12,Online,0,0,0,76.5,3,Not_Canceled
9751,INN09752,1,0,0,3,Meal Plan 1,0,Room_Type 1,15,2018,10,4,Offline,0,0,0,129.0,1,Not_Canceled
15056,INN15057,2,0,1,3,Meal Plan 1,0,Room_Type 1,52,2018,12,1,Online,0,0,0,88.4,2,Not_Canceled
1825,INN01826,2,0,2,5,Not Selected,0,Room_Type 1,11,2018,2,1,Online,0,0,0,79.0,0,Canceled
20015,INN20016,1,0,1,2,Meal Plan 1,0,Room_Type 1,12,2017,8,31,Online,0,0,0,90.0,1,Not_Canceled
18101,INN18102,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,65.0,0,Not_Canceled
16215,INN16216,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,2018,2,6,Online,0,0,0,93.0,1,Not_Canceled
6927,INN06928,2,0,2,2,Meal Plan 1,0,Room_Type 1,143,2018,8,26,Online,0,0,0,96.3,0,Canceled
11282,INN11283,1,0,1,2,Meal Plan 1,0,Room_Type 1,2,2018,11,21,Online,0,0,0,100.67,1,Not_Canceled
5600,INN05601,2,0,1,3,Meal Plan 1,0,Room_Type 1,24,2018,2,29,Offline,0,0,0,45.5,0,Not_Canceled
956,INN00957,1,0,2,3,Meal Plan 1,0,Room_Type 1,27,2018,11,6,Online,0,0,0,143.3,1,Not_Canceled
13841,INN13842,2,0,2,5,Not Selected,0,Room_Type 1,279,2018,8,25,Online,0,0,0,80.75,1,Canceled
5078,INN05079,2,0,2,3,Meal Plan 1,0,Room_Type 1,54,2017,10,3,Online,0,0,0,74.15,2,Not_Canceled
20153,INN20154,2,0,1,1,Meal Plan 1,0,Room_Type 1,61,2018,7,23,Online,0,0,0,105.3,0,Canceled
29297,INN29298,2,0,1,3,Meal Plan 1,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,72.75,0,Not_Canceled
24034,INN24035,2,0,2,1,Not Selected,1,Room_Type 1,62,2018,5,21,Online,0,0,0,126.4,1,Not_Canceled
922,INN00923,1,0,1,1,Meal Plan 1,0,Room_Type 1,13,2018,7,11,Corporate,0,0,0,79.0,0,Not_Canceled
713,INN00714,2,0,0,2,Meal Plan 1,0,Room_Type 4,64,2018,9,16,Online,0,0,0,168.3,1,Not_Canceled
1287,INN01288,2,0,1,2,Meal Plan 1,0,Room_Type 2,381,2018,12,23,Online,0,0,0,78.55,1,Canceled
24423,INN24424,2,2,0,5,Meal Plan 2,0,Room_Type 6,82,2018,4,26,Online,0,0,0,218.96,0,Canceled
32648,INN32649,2,0,2,6,Not Selected,0,Room_Type 1,3,2018,2,6,Online,0,0,0,79.0,0,Canceled
10676,INN10677,2,0,2,3,Meal Plan 1,0,Room_Type 1,276,2018,5,13,Offline,0,0,0,61.0,0,Canceled
2973,INN02974,2,0,0,2,Meal Plan 1,0,Room_Type 1,23,2018,8,3,Online,0,0,0,151.0,1,Not_Canceled
15817,INN15818,1,0,2,7,Not Selected,0,Room_Type 1,35,2018,12,7,Online,0,0,0,79.2,0,Canceled
25946,INN25947,2,0,1,1,Meal Plan 1,0,Room_Type 1,35,2017,10,26,Offline,0,0,0,76.5,1,Not_Canceled
21523,INN21524,2,0,0,4,Meal Plan 1,0,Room_Type 1,92,2018,7,12,Online,0,0,0,89.85,2,Not_Canceled
27217,INN27218,1,0,0,1,Not Selected,0,Room_Type 1,12,2018,7,20,Online,0,0,0,89.0,0,Canceled
1789,INN01790,3,0,2,4,Meal Plan 1,0,Room_Type 4,26,2018,6,17,Online,0,0,0,161.6,0,Canceled
24987,INN24988,2,0,2,1,Meal Plan 2,0,Room_Type 1,4,2017,8,8,Offline,0,0,0,94.5,0,Not_Canceled
10624,INN10625,2,0,1,2,Meal Plan 1,0,Room_Type 4,150,2018,10,28,Online,0,0,0,76.36,1,Not_Canceled
12071,INN12072,2,0,1,0,Meal Plan 1,0,Room_Type 2,31,2018,1,3,Online,0,0,0,71.52,1,Not_Canceled
3705,INN03706,2,0,2,3,Meal Plan 1,0,Room_Type 1,92,2017,7,9,Online,0,0,0,58.9,1,Not_Canceled
24709,INN24710,2,1,1,2,Meal Plan 1,0,Room_Type 1,48,2018,4,25,Online,0,0,0,121.8,2,Not_Canceled
20712,INN20713,1,0,2,1,Meal Plan 1,0,Room_Type 1,100,2017,12,12,Online,0,0,0,63.75,2,Not_Canceled
15363,INN15364,1,0,1,2,Meal Plan 1,0,Room_Type 1,61,2018,2,29,Online,0,0,0,78.9,1,Canceled
23810,INN23811,1,0,0,2,Meal Plan 1,0,Room_Type 1,2,2018,12,14,Corporate,1,0,2,67.0,1,Not_Canceled
19524,INN19525,2,0,2,6,Meal Plan 1,0,Room_Type 2,184,2017,10,17,Online,0,0,0,65.29,1,Not_Canceled
25262,INN25263,1,0,0,1,Not Selected,0,Room_Type 1,8,2018,10,25,Online,0,0,0,83.39,1,Not_Canceled
20910,INN20911,2,2,0,2,Meal Plan 1,0,Room_Type 6,31,2018,2,26,Online,0,0,0,152.1,0,Canceled
25859,INN25860,1,0,0,1,Meal Plan 1,0,Room_Type 1,11,2017,9,11,Online,0,0,0,95.0,2,Not_Canceled
27873,INN27874,2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Offline,0,0,0,95.0,0,Canceled
33128,INN33129,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115.0,1,Canceled
20319,INN20320,2,0,0,1,Meal Plan 1,0,Room_Type 1,31,2018,9,27,Online,0,0,0,126.0,0,Not_Canceled
35276,INN35277,2,0,0,2,Not Selected,0,Room_Type 1,10,2017,9,22,Online,0,0,0,114.0,0,Not_Canceled
23251,INN23252,2,1,1,5,Meal Plan 1,0,Room_Type 6,71,2018,11,8,Online,0,0,0,155.49,1,Not_Canceled
6357,INN06358,2,0,2,1,Meal Plan 1,0,Room_Type 1,179,2018,10,1,Online,0,0,0,108.9,1,Canceled
17911,INN17912,2,0,0,1,Meal Plan 1,0,Room_Type 4,1,2018,7,21,Online,0,0,0,146.0,0,Not_Canceled
16532,INN16533,2,1,1,1,Meal Plan 1,0,Room_Type 1,43,2018,4,30,Online,0,0,0,125.53,1,Not_Canceled
2762,INN02763,1,0,1,2,Meal Plan 1,0,Room_Type 1,11,2018,12,19,Online,0,0,0,86.0,0,Not_Canceled
9391,INN09392,3,0,1,0,Meal Plan 1,0,Room_Type 4,59,2018,3,28,Online,0,0,0,123.3,2,Not_Canceled
7919,INN07920,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89.0,0,Canceled
608,INN00609,2,0,0,4,Meal Plan 1,0,Room_Type 1,36,2018,12,28,Online,0,0,0,168.73,0,Not_Canceled
9763,INN09764,2,0,1,1,Meal Plan 1,0,Room_Type 1,275,2018,6,4,Offline,0,0,0,62.8,0,Canceled
1250,INN01251,1,0,2,3,Meal Plan 1,0,Room_Type 1,81,2018,7,3,Online,0,0,0,108.9,1,Not_Canceled
24193,INN24194,2,2,1,2,Meal Plan 1,0,Room_Type 6,7,2017,8,3,Complementary,0,0,0,0.0,2,Not_Canceled
29718,INN29719,2,0,0,1,Meal Plan 1,1,Room_Type 4,24,2018,4,22,Online,0,0,0,141.0,0,Not_Canceled
2386,INN02387,2,0,0,1,Meal Plan 1,0,Room_Type 1,116,2018,5,18,Online,0,0,0,105.3,1,Not_Canceled
22671,INN22672,1,0,1,1,Meal Plan 1,0,Room_Type 4,3,2018,9,12,Online,0,0,0,170.0,0,Canceled
3003,INN03004,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Online,0,0,0,115.0,1,Canceled
35605,INN35606,2,0,0,4,Meal Plan 1,0,Room_Type 1,256,2018,8,31,Online,0,0,0,90.95,0,Canceled
28845,INN28846,3,0,0,1,Not Selected,0,Room_Type 1,31,2017,12,19,Online,0,0,0,76.23,1,Not_Canceled
23826,INN23827,2,0,1,3,Meal Plan 1,0,Room_Type 1,116,2018,5,12,Online,0,0,0,109.65,1,Not_Canceled
8037,INN08038,2,0,0,4,Meal Plan 1,0,Room_Type 1,81,2017,12,30,Online,0,0,0,110.8,3,Not_Canceled
21816,INN21817,2,1,1,1,Meal Plan 1,0,Room_Type 1,1,2018,2,6,Online,0,0,0,120.0,0,Not_Canceled
6379,INN06380,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,100.0,0,Not_Canceled
33729,INN33730,2,0,1,2,Meal Plan 1,0,Room_Type 1,4,2017,10,19,Offline,0,0,0,100.8,1,Not_Canceled
26659,INN26660,2,0,2,2,Not Selected,0,Room_Type 1,20,2018,9,24,Online,0,0,0,101.2,0,Not_Canceled
19708,INN19709,2,0,2,2,Not Selected,0,Room_Type 1,3,2018,10,16,Online,0,0,0,135.0,1,Not_Canceled
25613,INN25614,2,0,0,2,Meal Plan 1,0,Room_Type 1,72,2017,9,16,Online,0,0,0,89.25,0,Canceled
34244,INN34245,2,1,1,2,Meal Plan 1,0,Room_Type 1,2,2018,4,29,Offline,0,0,0,95.0,1,Not_Canceled
33988,INN33989,2,0,1,3,Meal Plan 2,0,Room_Type 1,29,2018,10,31,Online,0,0,0,149.1,2,Not_Canceled
17815,INN17816,2,0,0,3,Meal Plan 1,0,Room_Type 4,5,2018,4,21,Online,0,0,0,136.0,1,Not_Canceled
204,INN00205,2,0,2,1,Meal Plan 1,0,Room_Type 1,58,2018,11,19,Offline,0,0,0,75.0,1,Not_Canceled
23600,INN23601,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,2018,5,4,Corporate,1,0,1,65.0,0,Not_Canceled
13941,INN13942,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled
27160,INN27161,1,0,0,1,Meal Plan 2,0,Room_Type 1,221,2018,8,12,Offline,0,0,0,73.0,0,Not_Canceled
3881,INN03882,2,0,0,2,Meal Plan 1,0,Room_Type 1,69,2018,4,27,Online,0,0,0,105.3,0,Canceled
35064,INN35065,2,1,2,3,Meal Plan 1,0,Room_Type 1,184,2018,10,27,Online,0,0,0,107.1,2,Canceled
34905,INN34906,2,0,0,2,Meal Plan 1,0,Room_Type 4,11,2017,12,11,Complementary,0,0,0,0.0,1,Not_Canceled
12281,INN12282,2,0,1,1,Meal Plan 1,0,Room_Type 1,3,2018,8,22,Corporate,0,0,0,100.0,0,Not_Canceled
6305,INN06306,2,0,0,1,Meal Plan 1,0,Room_Type 1,20,2018,9,21,Offline,0,0,0,85.5,0,Not_Canceled
256,INN00257,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,16,Online,0,0,0,200.0,0,Not_Canceled
920,INN00921,2,0,2,5,Meal Plan 1,0,Room_Type 1,38,2017,9,14,Online,0,0,0,101.83,1,Not_Canceled
9957,INN09958,2,0,1,2,Meal Plan 1,0,Room_Type 1,21,2018,8,15,Online,0,0,0,151.0,0,Canceled
36214,INN36215,2,0,2,2,Meal Plan 1,0,Room_Type 1,159,2018,7,3,Online,0,0,0,68.55,0,Canceled
27310,INN27311,1,0,0,1,Meal Plan 1,0,Room_Type 5,2,2017,11,11,Offline,0,0,0,90.0,0,Not_Canceled
11996,INN11997,2,0,2,1,Meal Plan 1,0,Room_Type 4,18,2018,2,7,Online,0,0,0,82.8,1,Not_Canceled
16787,INN16788,2,0,0,3,Meal Plan 1,0,Room_Type 1,76,2018,11,3,Online,0,0,0,93.6,1,Canceled
21559,INN21560,2,0,0,2,Not Selected,0,Room_Type 1,142,2018,7,1,Online,0,0,0,85.5,0,Canceled
33665,INN33666,1,0,0,1,Meal Plan 1,0,Room_Type 1,116,2018,5,7,Online,0,0,0,108.9,0,Canceled
18299,INN18300,2,0,0,4,Meal Plan 1,0,Room_Type 1,73,2018,3,29,Online,0,0,0,82.45,1,Not_Canceled
12590,INN12591,2,0,0,2,Meal Plan 1,0,Room_Type 1,21,2018,1,29,Online,0,0,0,80.3,1,Not_Canceled
17281,INN17282,2,1,2,2,Meal Plan 1,0,Room_Type 1,87,2018,8,14,Online,0,0,0,134.1,0,Canceled
24113,INN24114,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120.0,0,Canceled
18651,INN18652,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
15501,INN15502,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,2018,11,5,Online,0,0,0,130.0,1,Canceled
15502,INN15503,2,1,1,2,Meal Plan 1,0,Room_Type 4,46,2018,12,2,Online,0,0,0,102.6,1,Not_Canceled
5190,INN05191,2,1,1,2,Meal Plan 2,1,Room_Type 1,43,2018,8,15,Online,0,0,0,203.85,1,Not_Canceled
15493,INN15494,2,0,1,3,Meal Plan 1,0,Room_Type 1,28,2018,8,29,Online,0,0,0,118.15,0,Not_Canceled
33341,INN33342,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121.0,0,Not_Canceled
23525,INN23526,2,0,1,0,Not Selected,0,Room_Type 1,102,2018,10,9,Online,0,0,0,108.0,1,Canceled
28836,INN28837,2,0,0,2,Meal Plan 1,0,Room_Type 1,79,2017,11,13,Offline,0,0,0,75.0,0,Not_Canceled
1565,INN01566,2,0,1,4,Meal Plan 1,0,Room_Type 1,13,2018,1,20,Online,0,0,0,80.3,1,Not_Canceled
26060,INN26061,2,0,2,4,Meal Plan 1,0,Room_Type 1,20,2017,10,4,Online,0,0,0,107.0,0,Not_Canceled
29193,INN29194,2,0,0,4,Meal Plan 1,0,Room_Type 1,88,2018,4,26,Online,0,0,0,98.18,0,Canceled
18504,INN18505,2,0,2,3,Meal Plan 1,0,Room_Type 4,34,2018,10,15,Online,0,0,0,166.8,2,Not_Canceled
33073,INN33074,2,1,1,1,Meal Plan 1,0,Room_Type 1,17,2018,12,10,Offline,0,0,0,80.0,0,Not_Canceled
26103,INN26104,2,0,1,5,Meal Plan 1,0,Room_Type 1,10,2018,11,22,Online,0,0,0,91.38,2,Not_Canceled
27589,INN27590,1,0,0,1,Meal Plan 1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,80.0,0,Not_Canceled
36095,INN36096,2,0,1,3,Meal Plan 1,1,Room_Type 4,31,2018,6,30,Online,0,0,0,156.15,1,Not_Canceled
9963,INN09964,2,0,1,3,Meal Plan 2,0,Room_Type 1,157,2018,9,5,Online,0,0,0,161.1,2,Canceled
20133,INN20134,2,0,0,2,Meal Plan 2,0,Room_Type 1,63,2017,9,4,Offline,0,0,0,56.0,0,Not_Canceled
10666,INN10667,2,0,2,4,Meal Plan 1,0,Room_Type 1,135,2018,9,8,Offline,0,0,0,80.75,0,Not_Canceled
2018,INN02019,2,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,3,18,Online,0,0,0,109.0,1,Not_Canceled
31222,INN31223,2,0,0,1,Meal Plan 2,0,Room_Type 1,72,2017,9,18,Offline,0,0,0,108.0,0,Not_Canceled
9546,INN09547,3,0,0,1,Meal Plan 1,0,Room_Type 4,111,2018,7,2,Online,0,0,0,146.7,0,Not_Canceled
22650,INN22651,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115.0,0,Canceled
12098,INN12099,2,0,1,3,Meal Plan 1,0,Room_Type 1,262,2018,12,26,Online,0,0,0,73.95,0,Canceled
24305,INN24306,1,0,0,1,Not Selected,0,Room_Type 1,20,2018,6,8,Online,0,0,0,109.0,1,Not_Canceled
19144,INN19145,2,0,0,3,Not Selected,0,Room_Type 1,67,2018,6,9,Online,0,0,0,116.1,1,Not_Canceled
7296,INN07297,2,1,0,1,Meal Plan 1,0,Room_Type 1,21,2018,8,30,Online,0,0,0,107.42,2,Not_Canceled
19382,INN19383,2,0,1,2,Meal Plan 2,1,Room_Type 1,5,2018,10,28,Online,0,0,0,200.33,2,Not_Canceled
21910,INN21911,2,0,1,1,Meal Plan 2,0,Room_Type 1,145,2018,10,22,Online,0,0,0,153.0,0,Canceled
28947,INN28948,1,0,1,0,Meal Plan 1,0,Room_Type 1,26,2018,7,11,Corporate,1,1,1,65.0,0,Not_Canceled
23647,INN23648,2,0,0,2,Meal Plan 1,0,Room_Type 1,37,2017,9,16,Online,0,0,0,94.5,0,Not_Canceled
22777,INN22778,1,0,1,3,Meal Plan 1,0,Room_Type 1,26,2018,12,22,Online,0,0,0,74.8,0,Canceled
29782,INN29783,2,1,2,4,Meal Plan 1,0,Room_Type 1,187,2018,8,25,Online,0,0,0,90.95,1,Not_Canceled
5736,INN05737,3,0,0,1,Meal Plan 1,0,Room_Type 4,148,2018,10,25,Online,0,0,0,123.3,1,Not_Canceled
16856,INN16857,1,0,0,1,Meal Plan 1,0,Room_Type 1,10,2017,8,29,Offline,0,0,0,67.0,0,Not_Canceled
21292,INN21293,2,0,2,4,Meal Plan 1,0,Room_Type 1,164,2018,8,14,Online,0,0,0,106.53,0,Canceled
32357,INN32358,2,0,0,2,Meal Plan 1,0,Room_Type 1,315,2018,12,2,Offline,0,0,0,52.0,0,Not_Canceled
14355,INN14356,2,0,1,3,Meal Plan 1,0,Room_Type 1,4,2018,11,21,Online,0,0,0,87.78,0,Not_Canceled
25683,INN25684,1,0,2,4,Meal Plan 1,0,Room_Type 1,7,2018,3,11,Online,0,0,0,103.0,0,Canceled
11910,INN11911,1,0,1,0,Meal Plan 1,0,Room_Type 1,21,2018,11,21,Corporate,0,0,0,67.0,0,Canceled
34691,INN34692,3,0,0,2,Meal Plan 1,0,Room_Type 4,37,2018,10,5,Online,0,0,0,158.4,2,Not_Canceled
5127,INN05128,3,0,2,1,Meal Plan 1,0,Room_Type 1,144,2018,7,23,Online,0,0,0,137.7,0,Canceled
31230,INN31231,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled
9221,INN09222,1,0,2,1,Meal Plan 2,0,Room_Type 1,220,2018,9,17,Offline,0,0,0,128.0,0,Canceled
11786,INN11787,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled
2549,INN02550,1,0,0,2,Meal Plan 1,0,Room_Type 1,20,2018,7,19,Online,0,0,0,91.63,1,Not_Canceled
33041,INN33042,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Offline,0,0,0,95.0,0,Canceled
4314,INN04315,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
4295,INN04296,2,0,2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,94.5,0,Not_Canceled
24152,INN24153,2,0,1,3,Meal Plan 1,0,Room_Type 4,112,2018,8,11,Online,0,0,0,127.8,1,Not_Canceled
18205,INN18206,1,0,2,2,Meal Plan 1,0,Room_Type 1,91,2017,10,2,Online,0,0,0,70.14,0,Not_Canceled
34444,INN34445,2,0,0,3,Meal Plan 1,0,Room_Type 1,134,2018,9,22,Online,0,0,0,129.6,2,Not_Canceled
24868,INN24869,2,0,0,4,Meal Plan 1,0,Room_Type 1,98,2018,5,3,Offline,0,0,0,95.0,1,Not_Canceled
25536,INN25537,2,0,0,5,Meal Plan 1,0,Room_Type 1,43,2018,11,1,Offline,0,0,0,68.0,0,Not_Canceled
34312,INN34313,2,0,2,1,Meal Plan 1,0,Room_Type 1,68,2018,6,18,Online,0,0,0,92.83,0,Canceled
35649,INN35650,2,0,0,2,Meal Plan 1,0,Room_Type 1,315,2018,12,2,Offline,0,0,0,52.0,0,Not_Canceled
25483,INN25484,1,0,0,1,Meal Plan 1,0,Room_Type 1,45,2017,10,20,Online,0,0,0,94.5,2,Not_Canceled
2806,INN02807,1,0,1,2,Meal Plan 1,0,Room_Type 1,106,2018,10,7,Online,0,0,0,113.4,2,Not_Canceled
21170,INN21171,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120.0,0,Canceled
16305,INN16306,2,0,2,2,Meal Plan 1,0,Room_Type 1,81,2018,3,25,Offline,0,0,0,65.0,0,Canceled
15912,INN15913,1,0,2,3,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,75.0,0,Not_Canceled
15347,INN15348,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled
32159,INN32160,2,0,1,5,Meal Plan 1,0,Room_Type 1,349,2018,10,4,Offline,0,0,0,90.0,0,Canceled
10108,INN10109,2,0,2,1,Not Selected,0,Room_Type 1,31,2018,3,5,Online,0,0,0,76.1,0,Not_Canceled
16977,INN16978,1,0,6,17,Meal Plan 1,0,Room_Type 1,9,2018,1,28,Online,0,0,0,68.23,1,Not_Canceled
4098,INN04099,3,0,0,4,Meal Plan 1,0,Room_Type 6,31,2018,9,7,Online,0,0,0,152.81,1,Canceled
33572,INN33573,2,0,0,2,Meal Plan 1,0,Room_Type 4,7,2018,4,7,Online,0,0,0,116.0,1,Not_Canceled
26964,INN26965,2,0,2,2,Meal Plan 1,0,Room_Type 1,160,2018,4,17,Online,0,0,0,107.0,1,Canceled
17060,INN17061,2,1,0,2,Meal Plan 1,0,Room_Type 1,97,2018,7,12,Online,0,0,0,121.5,1,Not_Canceled
7400,INN07401,2,0,0,1,Meal Plan 1,0,Room_Type 1,7,2017,10,15,Online,0,0,0,135.0,1,Not_Canceled
7820,INN07821,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,10,Offline,0,0,0,65.0,0,Not_Canceled
19711,INN19712,2,0,1,3,Meal Plan 1,0,Room_Type 4,1,2018,1,4,Online,0,0,0,99.0,0,Not_Canceled
5330,INN05331,2,0,1,2,Meal Plan 1,0,Room_Type 4,29,2018,5,20,Online,0,0,0,139.6,0,Canceled
33548,INN33549,2,0,1,2,Meal Plan 1,0,Room_Type 1,54,2018,3,18,Online,0,0,0,99.0,1,Not_Canceled
30570,INN30571,2,0,2,1,Meal Plan 1,0,Room_Type 1,69,2018,9,11,Online,0,0,0,135.9,1,Not_Canceled
15328,INN15329,2,0,2,2,Meal Plan 1,0,Room_Type 1,91,2018,9,3,Online,0,0,0,135.9,1,Not_Canceled
30091,INN30092,2,0,1,0,Meal Plan 1,0,Room_Type 4,6,2018,6,20,Complementary,0,0,0,0.0,1,Not_Canceled
11353,INN11354,2,0,2,5,Meal Plan 1,0,Room_Type 1,227,2018,8,30,Online,0,0,0,92.29,0,Canceled
21992,INN21993,2,0,2,1,Meal Plan 1,0,Room_Type 4,5,2018,2,27,Online,0,0,0,108.0,1,Not_Canceled
8169,INN08170,2,0,2,3,Meal Plan 1,0,Room_Type 1,161,2018,10,2,Online,0,0,0,91.48,1,Not_Canceled
22212,INN22213,2,0,0,2,Meal Plan 1,1,Room_Type 4,2,2017,12,11,Online,0,0,0,116.0,0,Not_Canceled
10756,INN10757,3,0,0,3,Meal Plan 1,0,Room_Type 4,7,2018,3,23,Online,0,0,0,173.0,0,Not_Canceled
21984,INN21985,1,0,0,1,Meal Plan 1,0,Room_Type 1,47,2018,4,12,Online,0,0,0,99.9,0,Canceled
4824,INN04825,2,0,1,2,Meal Plan 1,0,Room_Type 1,35,2017,10,16,Online,0,0,0,108.9,0,Not_Canceled
23082,INN23083,1,0,2,2,Meal Plan 1,0,Room_Type 1,23,2018,11,6,Online,0,0,0,180.25,0,Not_Canceled
2002,INN02003,2,0,0,4,Meal Plan 1,0,Room_Type 1,134,2018,7,12,Online,0,0,0,89.85,2,Not_Canceled
23,INN00024,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled
14293,INN14294,2,0,2,0,Not Selected,0,Room_Type 1,10,2018,1,17,Online,0,0,0,75.0,1,Not_Canceled
20146,INN20147,2,0,2,0,Not Selected,0,Room_Type 1,32,2018,7,3,Online,0,0,0,112.59,0,Canceled
22179,INN22180,2,0,2,1,Not Selected,0,Room_Type 1,0,2018,2,14,Online,0,0,0,82.33,0,Not_Canceled
21994,INN21995,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,Canceled
27945,INN27946,2,0,1,0,Meal Plan 1,0,Room_Type 1,84,2018,6,26,Online,0,0,0,96.3,1,Not_Canceled
21290,INN21291,2,0,1,1,Meal Plan 1,0,Room_Type 1,28,2018,4,16,Online,0,0,0,114.0,1,Not_Canceled
34391,INN34392,1,0,1,2,Meal Plan 1,0,Room_Type 1,31,2018,7,22,Offline,0,0,0,80.0,2,Not_Canceled
19046,INN19047,2,0,1,2,Meal Plan 1,1,Room_Type 1,118,2017,10,16,Online,0,0,0,98.25,1,Not_Canceled
448,INN00449,2,0,3,5,Meal Plan 1,0,Room_Type 4,5,2018,4,4,Online,0,0,0,126.75,0,Canceled
15212,INN15213,2,0,1,1,Meal Plan 1,0,Room_Type 1,46,2018,1,18,Offline,0,0,0,60.0,0,Not_Canceled
29387,INN29388,2,0,1,2,Not Selected,0,Room_Type 1,86,2018,10,10,Online,0,0,0,108.0,2,Not_Canceled
9885,INN09886,2,0,2,3,Meal Plan 1,0,Room_Type 1,48,2018,11,6,Offline,0,0,0,75.0,0,Not_Canceled
16656,INN16657,1,0,1,3,Not Selected,0,Room_Type 1,3,2018,12,5,Online,0,0,0,71.8,0,Not_Canceled
31165,INN31166,1,0,0,1,Meal Plan 1,0,Room_Type 4,21,2017,11,4,Offline,0,0,0,92.0,0,Not_Canceled
24712,INN24713,1,0,2,0,Meal Plan 1,0,Room_Type 1,23,2018,12,4,Online,0,0,0,96.0,1,Not_Canceled
26617,INN26618,2,0,2,2,Meal Plan 1,0,Room_Type 4,133,2018,5,27,Online,0,0,0,86.43,1,Not_Canceled
23426,INN23427,2,0,2,2,Meal Plan 1,0,Room_Type 1,29,2018,3,12,Offline,0,0,0,68.0,0,Not_Canceled
24280,INN24281,2,0,2,1,Meal Plan 1,0,Room_Type 2,18,2017,10,31,Online,0,0,0,78.54,1,Not_Canceled
14750,INN14751,3,0,2,5,Meal Plan 1,0,Room_Type 4,176,2018,8,14,Online,0,0,0,131.26,0,Canceled
17370,INN17371,2,0,0,1,Meal Plan 1,0,Room_Type 1,122,2018,4,15,Offline,0,0,0,85.0,0,Not_Canceled
23418,INN23419,2,0,0,1,Not Selected,0,Room_Type 1,184,2018,10,12,Online,0,0,0,98.1,0,Canceled
21115,INN21116,2,0,2,4,Meal Plan 1,0,Room_Type 1,263,2018,9,29,Online,0,0,0,100.3,0,Canceled
19141,INN19142,1,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Offline,0,0,0,60.0,0,Canceled
30897,INN30898,2,0,0,1,Meal Plan 1,0,Room_Type 1,70,2017,10,22,Offline,0,0,0,85.0,0,Not_Canceled
